filename,clase,attack_time,decay_time,sustain_time,inharmonicity,brillantez,indice_low_mid,energy_total,loudness,sharpness,roughness,tnr
notas_pua_electrica_nota_1.wav,electrica,0.12266666666666666,0.5706666666666667,0.5706666666666667,0.014127994499814321,0.6657460545001894,6.5995649327515356,220222.51317546412,33.91,1.264332668515635,0.1334249928938147,20.352182390340975
notas_pua_electrica_nota_2.wav,electrica,0.07466666666666667,0.896,0.896,0.08538672196907789,0.7469149643759834,16.043310741247403,145138.34567116818,31.23,1.3289595040318063,0.3699022109789549,26.13096179406839
notas_pua_electrica_nota_3.wav,electrica,0.08533333333333333,0.672,0.672,0.030036319320397083,0.751301792284554,11.252380791584729,159110.87949719507,35.08,1.3809861068645206,0.18669256044131682,24.39957749263762
notas_pua_electrica_nota_4.wav,electrica,0.07466666666666667,0.9866666666666667,0.9866666666666667,0.03570236601374554,0.3334387609966967,3.9266813418083424,262965.41830073507,40.68,1.6858951540095746,0.05660963991239414,20.507849715849314
notas_pua_electrica_nota_5.wav,electrica,0.09066666666666667,0.5493333333333333,0.5493333333333333,0.0484493995689919,0.6506809294302778,2.734933891017817,227183.6025342689,33.86,1.9746901280086364,0.040425713298983,24.528037808218958
notas_pua_electrica_nota_6.wav,electrica,0.07466666666666667,0.368,0.368,0.0008180632151198608,0.8041494303956153,3.866040125575042,156546.06213019296,32.4,1.7793922628024357,0.014041576342255089,23.000931336138425
notas_pua_española_nota_1.wav,española,0.14933333333333335,1.1786666666666668,1.1786666666666668,0.06541495198902605,0.7674431079015034,62.13162888791658,170546.4842022151,36.73,0.8161874134771143,0.12543370191249922,21.42142194213136
notas_pua_española_nota_2.wav,española,0.042666666666666665,0.13866666666666666,0.13866666666666666,3.0701798804012346,0.7195963959110336,84.22799042959625,82920.80233987745,19.34,0.7937990453237513,0.23606037142778177,27.673385497655723
notas_pua_española_nota_3.wav,española,0.06933333333333333,0.29333333333333333,0.29333333333333333,0.11897938447571856,0.8097519684320548,48.032564156740214,137280.56950479056,33.35,1.0092180981805647,0.2582547578389315,26.061149470364036
notas_pua_española_nota_4.wav,española,0.06933333333333333,0.288,0.288,0.7323864595389661,0.6104487832234727,69.76735377893718,102878.12496005121,26.72,0.8638499809866352,0.04078102213767199,23.90536178553115
notas_pua_española_nota_5.wav,española,0.021333333333333333,0.45866666666666667,0.45866666666666667,0.2088244914114361,0.8437263510624223,23.90525550587545,124980.52678109246,32.52,1.1213270582182238,0.02643133938610102,22.755508153813718
notas_pua_española_nota_6.wav,española,0.058666666666666666,0.21866666666666668,0.21866666666666668,0.09559247010306568,0.81336379802436,6.096097957033839,151801.74352718607,29.99,1.4485513396213425,0.011965315022872161,20.367908855696765
notas_uña_electrica_nota_1.wav,electrica,0.13333333333333333,0.2986666666666667,0.2986666666666667,0.029817942078451756,0.7958119021610532,30.127413359086958,135976.94693491218,29.58,0.9353015097701998,0.14126904261208234,22.9828715319691
notas_uña_electrica_nota_2.wav,electrica,0.09066666666666667,1.0293333333333334,1.0293333333333334,0.06196654473403447,0.8145343174315064,50.45759612903338,138811.5497835468,31.96,1.0551643041885437,0.34443389260116186,24.29406176009964
notas_uña_electrica_nota_3.wav,electrica,0.08533333333333333,0.9333333333333333,0.9333333333333333,0.027893304025047,0.8105960963183079,40.862511276228005,139560.96763487186,33.55,1.121933343003723,0.16425972976333184,23.24887412712567
notas_uña_electrica_nota_4.wav,electrica,0.07466666666666667,0.2773333333333333,0.2773333333333333,0.030969105166069204,0.8892794166641137,7.436144879913412,199499.06652848574,36.25,1.7080890956741215,0.04257815267031371,24.670739830794627
notas_uña_electrica_nota_5.wav,electrica,0.08,0.4746666666666667,0.4746666666666667,0.02981231100918832,0.8065435325020742,4.036770684671442,194316.710880232,32.77,1.8572373831154396,0.047136453892251254,23.025555906605693
notas_uña_electrica_nota_6.wav,electrica,0.05333333333333334,0.33066666666666666,0.33066666666666666,0.01418472966172255,0.39259069061425217,3.899094930056564,149196.3099320069,34.36,1.8437963996615199,0.011582700922762392,22.224399610523232
notas_uña_española_nota_1.wav,española,0.2613333333333333,1.4986666666666666,1.4986666666666666,0.1625641416450744,0.7843154386228738,39.4691342033624,163875.36645580517,36.2,0.7328826042830865,0.07466014694685205,23.14914934862052
notas_uña_española_nota_2.wav,española,0.058666666666666666,0.13866666666666666,0.13866666666666666,0.20005401234567904,0.8291344241798341,88.95513868200872,74332.48074988858,17.85,0.6514917083751691,0.08028523533913956,25.056923047939673
notas_uña_española_nota_3.wav,española,0.064,0.2773333333333333,0.2773333333333333,0.02061914747180308,0.8498529540626707,41.560344141753326,147832.32507572,33.21,0.8934419778557299,0.1993551060152481,25.629592321103832
notas_uña_española_nota_4.wav,española,0.042666666666666665,0.20266666666666666,0.20266666666666666,1.20660400390625,0.7708520953049146,43.9869870279358,89739.90940150914,23.53,0.8147968232256271,0.04553659722875065,22.66566705884543
notas_uña_española_nota_5.wav,española,0.10133333333333333,0.6453333333333333,0.6453333333333333,0.18879543255600204,0.6691004118614513,39.74095165350788,120348.72359260314,33.62,1.036095036779982,0.034976706409145526,23.523423288824045
notas_uña_española_nota_6.wav,española,0.037333333333333336,0.2986666666666667,0.2986666666666667,0.08905626165638994,1.1383961481837026,8.34292645348364,140543.431313925,32.42,1.2567153764956651,0.013490127666728555,22.612058980293565
notas_yema_electrica_nota_1.wav,electrica,0.16533333333333333,1.1093333333333333,1.1093333333333333,0.07366763196667177,0.8080731111922614,9.108056725659512,150665.83063291103,27.79,0.9071743472498667,0.06274451515168071,19.45560421496934
notas_yema_electrica_nota_2.wav,electrica,0.08,0.8426666666666667,0.8426666666666667,0.06196654473403447,0.7880034826717025,24.333616354514536,145561.3785929381,30.24,0.9332321082053068,0.108835363343891,23.534221463502906
notas_yema_electrica_nota_3.wav,electrica,0.06933333333333333,0.656,0.656,0.021303282020017276,0.8024358072803625,25.225422870576946,123813.53101299453,29.07,0.9619435051589286,0.07918711162638462,21.362426903889936
notas_yema_electrica_nota_4.wav,electrica,0.08533333333333333,0.9813333333333333,0.9813333333333333,0.061084968337142685,0.8283706986100814,10.947761927725276,191565.95995623758,36.99,1.3232988432285464,0.07725742377128322,19.428865014814154
notas_yema_electrica_nota_5.wav,electrica,0.064,0.5493333333333333,0.5493333333333333,0.011410811364125233,1.1582795606790561,6.890653654280736,143132.7912332599,29.24,1.5536088235775138,0.03636435294803307,22.096274314245914
notas_yema_electrica_nota_6.wav,electrica,0.05333333333333334,0.32,0.32,0.04564583853620549,1.711962878299447,11.161262549754593,112633.98257652656,29.5,1.3449850837284347,0.008590108497350162,24.319583338668885
notas_yema_española_nota_1.wav,española,0.08,0.368,0.368,0.3490226337448559,0.7644383112645708,34.4118920781668,127277.10967869783,29.39,0.6655416759832352,0.08050486651517112,22.733230087773883
notas_yema_española_nota_2.wav,española,0.05333333333333334,0.13333333333333333,0.13333333333333333,0.22201646090534985,0.7548954408606616,67.83091514495896,77368.23899303497,15.782,0.5089149088699452,0.15516156424623648,27.182970489113437
notas_yema_española_nota_3.wav,española,0.048,0.19733333333333333,0.19733333333333333,0.021303282020017276,0.8012145977805476,36.81657874926242,147187.42967651258,30.66,0.7276302408086578,0.06762814041374746,21.804941142170982
notas_yema_española_nota_4.wav,española,0.032,0.21333333333333335,0.21333333333333335,0.46770411361882713,0.8135494497073218,87.51619610671663,100117.88064143407,26.5,0.7737875318700733,0.09859932526833383,22.2986469502532
notas_yema_española_nota_5.wav,española,0.032,0.4266666666666667,0.4266666666666667,0.21428940377353703,1.2554418971582124,9.582672735182676,148183.7109498713,31.67,1.1403976005376104,0.01622917855090632,23.308417818915505
notas_yema_española_nota_6.wav,española,0.06933333333333333,0.4533333333333333,0.4533333333333333,0.29224666666666665,0.7542821141568948,25.127074368255,122420.2340464152,32.28,1.1169944279889363,0.011373013010542887,20.980670208850935
